Column1;Column2;Column3;Column4;;Nodes
937;1302;2;1,31E+14;;
1302;937;2;1,31E+14;;
1302;832;-10;1,31E+14;;
135;1348;1;1,31E+14;;
1348;135;1;1,31E+14;;
1193;628;-10;1,31E+12;;
35;1447;1;1,31E+14;;
36;1444;1;1,31E+14;;
1444;36;2;1,31E+14;;
921;468;3;1,31E+14;;
468;921;3;1,31E+14;;
439;309;1;1,31E+14;;
1094;1386;1;1,31E+14;;
1441;95;1;1,31E+13;;
1376;309;1;1,31E+14;;
1317;922;2;1,31E+14;;
922;1317;2;1,31E+14;;
729;15;1;1,31E+14;;
35;1417;1;1,31E+14;;
209;1338;2;1,31E+13;;
1417;35;1;1,31E+14;;
1383;1448;1;1,31E+14;;
1448;1383;5;1,31E+13;;
1162;1449;1;1,31E+14;;
882;304;1;1,31E+14;;
1162;1317;2;1,31E+14;;
1317;1162;2;1,31E+12;;
304;468;1;1,31E+14;;
468;304;1;1,31E+14;;
1449;1162;1;1,31E+14;;
465;882;8;1,31E+14;;
1094;882;1;1,31E+14;;
921;204;4;1,31E+14;;
204;921;4;1,31E+14;;
1354;112;1;1,31E+14;;
41;1352;1;1,31E+14;;
35;1446;1;1,31E+14;;
35;1450;1;1,31E+14;;
35;1451;1;1,31E+14;;
1451;35;4;1,31E+14;;
1386;1394;1;1,31E+14;;
243;141;2;1,31E+14;;
35;1452;1;1,31E+14;;
1452;35;1;1,31E+14;;
546;1376;1;1,31E+14;;
1386;705;1;1,31E+14;;
1410;775;2;1,31E+14;;
705;1386;2;1,31E+14;;
1384;905;1;1,31E+14;;
1376;546;1;1,31E+14;;
664;1443;-10;1,31E+14;;
1366;1453;1;1,31E+14;;
1453;1366;1;1,31E+14;;
786;592;1;1,31E+13;;
592;786;1;1,31E+14;;
95;1441;1;1,31E+14;;
775;1454;2;1,31E+14;;
1454;775;2;1,31E+14;;
905;1384;1;1,31E+14;;
1396;587;1;1,32E+14;;
587;1396;1;1,32E+14;;
1451;1455;1;1,32E+14;;
1455;1451;1;1,32E+14;;
1396;163;2;1,32E+14;;
163;1396;2;1,32E+14;;
225;1368;1;1,32E+14;;
1439;1018;4;1,32E+14;;
35;1217;4;1,32E+14;;
35;775;2;1,32E+14;;
1018;1439;4;1,32E+13;;
546;1456;1;1,32E+14;;
546;1384;1;1,32E+14;;
546;1451;1;1,32E+14;;
280;1456;2;1,32E+14;;
1456;546;1;1,32E+14;;
1456;280;1;1,32E+14;;
1447;35;1;1,32E+14;;
1;1447;1;1,32E+14;;
1348;687;1;1,32E+14;;
592;1396;1;1,32E+14;;
1396;592;1;1,32E+14;;
1217;35;5;1,32E+14;;
1368;228;3;1,32E+14;;
228;1368;1;1,32E+14;;
1456;1457;1;1,32E+14;;
1457;1456;1;1,32E+14;;
7;417;5;1,32E+14;;
1201;1334;2;1,32E+14;;
1334;1201;2;1,32E+13;;
1348;1458;1;1,32E+14;;
1458;1348;1;1,32E+14;;
664;1334;2;1,32E+14;;
35;1459;1;1,32E+14;;
35;1460;1;1,32E+14;;
1217;550;1;1,32E+14;;
550;1217;1;1,32E+14;;
882;1438;1;1,32E+14;;
882;1348;1;1,32E+14;;
1348;882;1;1,32E+14;;
1334;1217;1;1,32E+14;;
1217;1334;1;1,32E+14;;
1217;1458;1;1,32E+14;;
1458;1217;1;1,32E+13;;
1018;882;1;1,32E+14;;
1345;1406;1;1,32E+14;;
1406;1345;1;1,32E+14;;
573;1461;2;1,32E+12;;
1461;573;2;1,32E+14;;
1217;905;1;1,32E+14;;
41;1384;1;1,32E+13;;
1384;41;1;1,32E+14;;
1458;1406;1;1,32E+14;;
1201;272;5;1,32E+13;;
1217;1354;1;1,32E+14;;
1217;1300;1;1,32E+14;;
1300;1217;1;1,32E+14;;
1462;1217;3;1,32E+14;;
1386;546;1;1,32E+14;;
1464;1439;2;1,32E+14;;
1439;1464;2;1,32E+14;;
1368;592;3;1,32E+14;;
592;1368;1;1,32E+13;;
641;1461;2;1,32E+14;;
1354;1465;2;1,32E+14;;
1354;1217;2;1,32E+14;;
1252;1466;1;1,32E+14;;
1466;1252;1;1,32E+14;;
1368;1467;3;1,32E+14;;
1467;1368;3;1,32E+14;;
1396;1400;1;1,32E+13;;
1461;641;3;1,32E+14;;
1201;1451;3;1,32E+14;;
1451;1201;3;1,32E+14;;
1094;1400;1;1,32E+14;;
1400;1094;2;1,32E+13;;
1400;1396;1;1,32E+14;;
1396;1468;1;1,32E+13;;
1468;1396;1;1,32E+14;;
1383;1447;1;1,32E+14;;
1447;1383;1;1,32E+14;;
1396;449;1;1,32E+14;;
1396;1470;1;1,32E+14;;
1470;1396;1;1,32E+14;;
1396;1471;1;1,32E+14;;
1471;1396;1;1,32E+14;;
1317;1396;2;1,32E+14;;
540;272;3;1,32E+14;;
1458;1472;1;1,32E+14;;
104;1464;5;1,32E+14;;
104;535;5;1,32E+14;;
1472;1458;1;1,32E+14;;
1334;1473;1;1,32E+14;;
1473;1334;1;1,32E+14;;
1368;1334;3;1,32E+14;;
35;1474;1;1,32E+13;;
417;1475;2;1,32E+14;;
1474;35;1;1,32E+14;;
1334;705;1;1,32E+14;;
1198;1290;1;1,32E+14;;
1290;1198;1;1,32E+14;;
1185;1317;2;1,32E+14;;
204;1476;1;1,32E+14;;
1476;204;1;1,32E+14;;
272;705;2;1,32E+14;;
705;272;2;1,32E+14;;
1468;1477;1;1,32E+14;;
1477;1468;1;1,32E+14;;
41;1377;2;1,32E+14;;
1377;41;2;1,32E+14;;
35;1463;1;1,32E+14;;
1463;35;1;1,32E+14;;
35;1478;1;1,32E+14;;
1162;882;2;1,32E+14;;
1478;35;1;1,32E+14;;
1478;112;1;1,32E+13;;
566;546;1;1,32E+14;;
546;566;1;1,32E+14;;
566;1477;2;1,32E+14;;
921;592;3;1,32E+14;;
592;921;3;1,32E+13;;
546;1479;1;1,32E+14;;
1479;546;2;1,32E+14;;
1477;566;2;1,32E+14;;
1334;1480;1;1,32E+14;;
1480;1334;1;1,32E+14;;
592;1317;3;1,32E+14;;
1317;592;3;1,32E+13;;
186;1376;1;1,32E+14;;
710;882;1;1,32E+14;;
1465;1354;2;1,32E+13;;
566;1217;2;1,32E+14;;
1217;566;2;1,32E+14;;
1217;1252;1;1,32E+14;;
1252;1217;1;1,32E+14;;
1217;1481;1;1,32E+14;;
1481;1217;1;1,32E+14;;
1348;1482;1;1,32E+14;;
1482;1348;1;1,32E+14;;
1376;186;1;1,32E+14;;
592;149;2;1,32E+14;;
149;861;2;1,32E+14;;
149;592;2;1,32E+13;;
1217;705;1;1,32E+13;;
705;1217;1;1,32E+14;;
705;35;1;1,32E+14;;
35;705;1;1,32E+14;;
249;1477;2;1,32E+14;;
1477;249;2;1,32E+14;;
1386;1479;1;1,32E+14;;
35;1482;1;1,32E+14;;
1482;35;1;1,32E+14;;
1479;1386;2;1,32E+14;;
35;1483;1;1,32E+14;;
35;1484;1;1,32E+14;;
1386;1457;2;1,32E+14;;
1383;41;1;1,32E+14;;
882;1383;4;1,32E+14;;
1368;1201;4;1,32E+14;;
1368;1162;3;1,32E+14;;
1406;1458;1;1,32E+14;;
184;17;2;1,32E+14;;
280;387;1;1,32E+14;;
387;280;1;1,32E+14;;
1483;35;1;1,32E+14;;
35;823;1;1,32E+14;;
823;35;1;1,32E+14;;
1406;823;2;1,32E+14;;
823;1406;1;1,32E+14;;
1317;1353;1;1,32E+14;;
1353;1317;1;1,32E+14;;
309;1368;1;1,32E+14;;
280;905;1;1,32E+14;;
905;280;1;1,32E+14;;
35;280;1;1,32E+14;;
280;35;1;1,32E+14;;
7;465;3;1,32E+13;;
465;7;3;1,32E+14;;
540;1162;3;1,32E+14;;
540;1;10;1,32E+14;;
540;1486;1;1,32E+14;;
1386;1488;1;1,32E+14;;
1488;1386;1;1,32E+13;;
1486;540;1;1,32E+14;;
546;353;2;1,32E+14;;
353;546;1;1,32E+13;;
41;777;3;1,32E+14;;
1217;777;2;1,32E+14;;
777;1217;2;1,32E+14;;
1217;1486;1;1,32E+14;;
1486;1217;1;1,32E+14;;
35;1486;1;1,32E+14;;
1486;35;1;1,32E+14;;
1457;1386;1;1,32E+14;;
1162;1386;1;1,32E+14;;
280;1217;4;1,32E+14;;
1217;280;3;1,32E+14;;
1473;1037;1;1,32E+14;;
280;7;4;1,32E+14;;
1217;523;1;1,32E+14;;
7;280;2;1,32E+14;;
523;1217;1;1,32E+14;;
439;1489;1;1,32E+14;;
280;1473;1;1,32E+14;;
1473;280;1;1,32E+14;;
280;1490;1;1,32E+14;;
1490;280;1;1,32E+14;;
280;1491;1;1,32E+14;;
1491;280;1;1,32E+14;;
6;280;1;1,32E+14;;
280;6;1;1,32E+14;;
280;1447;1;1,32E+14;;
1447;280;1;1,32E+14;;
1486;523;1;1,32E+14;;
523;1486;1;1,32E+14;;
1396;1477;1;1,32E+14;;
35;1288;1;1,32E+14;;
280;1493;1;1,32E+14;;
1493;280;2;1,32E+14;;
1396;1375;1;1,32E+14;;
1288;35;1;1,32E+14;;
1386;1379;-1;1,32E+14;;
1473;129;2;1,32E+14;;
540;1473;1;1,32E+14;;
1473;540;1;1,32E+14;;
1438;546;2;1,32E+14;;
41;1217;1;1,32E+13;;
1217;41;1;1,32E+14;;
1383;1222;1;1,32E+14;;
1222;1383;2;1,32E+14;;
1201;1368;3;1,32E+14;;
1486;1386;1;1,32E+14;;
1386;1486;1;1,32E+14;;
1317;1494;2;1,32E+14;;
1494;1317;3;1,32E+13;;
1438;523;1;1,32E+14;;
1464;280;4;1,32E+14;;
280;1464;1;1,32E+14;;
41;1477;1;1,32E+14;;
1477;41;1;1,32E+14;;
546;1438;3;1,32E+14;;
1438;882;2;1,32E+14;;
1490;41;5;1,32E+14;;
41;1490;2;1,32E+14;;
35;1437;10;1,32E+14;;
1217;1442;1;1,32E+14;;
1492;1217;2;1,32E+14;;
1442;1217;1;1,32E+14;;
1477;1495;1;1,32E+14;;
635;1477;1;1,32E+14;;
1495;1477;1;1,32E+14;;
1386;1404;1;1,32E+14;;
522;757;2;1,32E+14;;
1496;545;1;1,32E+14;;
1477;1396;2;1,32E+14;;
1396;1201;9;1,32E+14;;
1201;1396;9;1,32E+14;;
1396;129;3;1,32E+14;;
35;1497;1;1,32E+14;;
35;1498;1;1,32E+14;;
1484;35;2;1,32E+14;;
309;1386;3;1,32E+14;;
1162;1368;1;1,32E+14;;
465;1386;1;1,32E+14;;
1386;465;1;1,32E+14;;
41;1500;1;1,32E+14;;
1500;41;1;1,32E+14;;
1500;823;1;1,32E+14;;
823;1500;1;1,32E+14;;
823;1348;1;1,32E+14;;
1348;823;1;1,32E+14;;
1352;823;2;1,32E+14;;
823;1352;2;1,32E+14;;
540;1487;1;1,32E+14;;
88;1501;10;1,32E+14;;
1487;540;1;1,32E+14;;
1473;1368;1;1,32E+14;;
1386;1028;1;1,32E+14;;
1028;1386;1;1,32E+14;;
1375;1396;1;1,32E+14;;
1386;1502;1;1,32E+14;;
1502;1386;1;1,32E+14;;
775;545;2;1,32E+14;;
775;1503;1;1,32E+14;;
775;1462;1;1,32E+14;;
1383;1487;1;1,32E+14;;
1462;775;1;1,32E+14;;
35;1505;1;1,32E+14;;
1473;545;2;1,32E+14;;
1302;546;2;1,32E+14;;
1499;1506;1;1,32E+14;;
1506;1499;1;1,32E+14;;
1506;35;1;1,32E+14;;
1464;1386;3;1,32E+14;;
1464;1383;5;1,32E+14;;
1477;905;1;1,32E+14;;
894;1386;1;1,32E+13;;
1386;894;1;1,32E+14;;
1477;546;1;1,32E+14;;
546;1477;1;1,32E+14;;
1507;1386;5;1,32E+14;;
1507;1508;1;1,32E+14;;
1508;1509;1;1,32E+14;;
1508;1499;1;1,32E+14;;
1508;1507;1;1,32E+14;;
1499;1508;1;1,32E+13;;
1053;777;1;1,32E+14;;
777;1053;1;1,32E+14;;
725;1386;2;1,32E+14;;
1386;725;2;1,32E+14;;
41;1507;1;1,32E+14;;
1507;41;1;1,32E+14;;
1386;1508;2;1,32E+14;;
1510;1386;1;1,32E+12;;
570;641;4;1,32E+14;;
1386;204;1;1,32E+14;;
204;1510;1;1,32E+14;;
1510;204;1;1,32E+14;;
775;1437;9;1,32E+14;;
775;1504;5;1,32E+14;;
1386;1507;2;1,32E+14;;
1383;1464;2;1,32E+14;;
1499;905;1;1,32E+14;;
1499;1394;1;1,32E+14;;
1386;1511;3;1,32E+13;;
1508;1317;1;1,32E+14;;
1478;347;1;1,32E+14;;
1487;1317;1;1,32E+14;;
1478;535;1;1,32E+13;;
1317;1508;1;1,32E+14;;
1508;1480;1;1,32E+14;;
1198;1480;1;1,32E+12;;
1480;1198;1;1,32E+14;;
1508;1386;3;1,32E+14;;
905;1499;1;1,32E+13;;
905;1477;1;1,32E+14;;
1480;1508;2;1,32E+14;;
1513;1514;1;1,32E+14;;
1386;1513;1;1,32E+14;;
1514;1513;1;1,32E+14;;
112;93;2;1,32E+14;;
641;570;3;1,32E+14;;
35;1506;1;1,32E+14;;
1217;1328;2;1,32E+14;;
1328;1217;2;1,32E+14;;
1512;1345;1;1,32E+14;;
1354;894;1;1,32E+13;;
1413;1513;1;1,32E+14;;
1513;1413;1;1,32E+14;;
1386;469;1;1,32E+14;;
469;1386;1;1,32E+14;;
1386;1464;3;1,32E+14;;
546;1302;3;1,32E+14;;
1383;1322;1;1,32E+14;;
112;223;1;1,32E+14;;
1386;722;2;1,32E+14;;
35;1469;1;1,32E+14;;
1469;35;1;1,32E+14;;
1469;1386;2;1,32E+14;;
1386;1469;1;1,32E+14;;
112;1;1;1,32E+14;;
112;28;2;1,32E+14;;
112;174;1;1,32E+14;;
112;110;1;1,32E+14;;
112;775;1;1,32E+14;;
112;1354;1;1,32E+14;;
4;935;4;1,32E+13;;
546;1517;1;1,32E+13;;
1517;546;1;1,32E+14;;
202;1518;3;1,32E+14;;
540;1517;1;1,32E+14;;
1517;540;1;1,32E+14;;
546;1469;2;1,32E+14;;
1469;546;5;1,32E+14;;
1317;304;3;1,32E+14;;
304;1317;3;1,32E+14;;
6;687;1;1,32E+14;;
112;1519;1;1,32E+14;;
112;61;2;1,32E+14;;
1519;112;1;1,32E+14;;
35;1517;1;1,32E+14;;
1517;35;1;1,32E+14;;
350;1386;1;1,32E+14;;
1386;350;1;1,32E+14;;
350;1517;1;1,32E+14;;
1517;350;2;1,32E+14;;
1386;6;5;1,32E+14;;
905;1520;1;1,32E+14;;
7;23;4;1,32E+14;;
663;665;4;1,32E+14;;
665;663;2;1,32E+14;;
1490;1386;1;1,32E+14;;
1386;1490;1;1,32E+14;;
1386;540;2;1,32E+14;;
1217;1462;2;1,32E+14;;
937;1521;1;1,32E+14;;
35;350;1;1,32E+14;;
1521;937;1;1,32E+14;;
350;35;2;1,32E+14;;
1386;545;2;1,32E+14;;
243;545;1;1,32E+14;;
1386;1522;1;1,32E+14;;
1353;905;3;1,32E+14;;
1353;832;-10;1,32E+14;;
35;1523;1;1,32E+14;;
786;1386;2;1,32E+14;;
1383;44;-10;1,32E+14;;
1386;832;-10;1,32E+14;;
1451;1469;1;1,32E+14;;
1469;1451;1;1,32E+14;;
64;1473;1;1,32E+14;;
1473;64;1;1,32E+14;;
1386;1524;1;1,32E+14;;
1524;1386;1;1,32E+14;;
1456;1386;1;1,32E+14;;
41;718;1;1,32E+14;;
718;41;2;1,32E+14;;
1386;1525;1;1,32E+14;;
1386;1512;1;1,32E+14;;
1396;777;1;1,32E+14;;
353;35;1;1,32E+14;;
1386;1473;1;1,32E+14;;
1473;1386;1;1,32E+14;;
1473;1396;1;1,32E+14;;
1487;1525;1;1,32E+14;;
1525;1487;1;1,32E+14;;
1525;1396;2;1,32E+14;;
35;592;1;1,32E+14;;
1363;1526;1;1,32E+13;;
1526;1363;1;1,32E+14;;
1386;1516;1;1,32E+14;;
1516;1386;1;1,32E+14;;
1334;1527;1;1,32E+14;;
1363;1317;1;1,32E+14;;
1317;1363;1;1,32E+14;;
1527;1334;1;1,32E+14;;
1386;1392;2;1,32E+14;;
1334;545;1;1,32E+14;;
1386;1528;1;1,32E+14;;
1528;1386;1;1,32E+13;;
592;1412;1;1,32E+14;;
1413;1529;4;1,32E+14;;
1529;1413;5;1,32E+14;;
1412;592;1;1,32E+13;;
1413;1386;2;1,32E+14;;
1386;1413;2;1,32E+11;;
1525;35;1;1,32E+13;;
1396;1530;1;1,32E+14;;
1530;1396;1;1,32E+14;;
309;1201;3;1,32E+14;;
1317;1529;1;1,32E+14;;
1529;1317;1;1,32E+14;;
1473;1531;1;1,32E+14;;
1473;1524;1;1,32E+14;;
1524;1473;1;1,32E+14;;
1531;1473;1;1,32E+14;;
1217;243;1;1,32E+14;;
1529;1532;1;1,32E+14;;
13;1533;1;1,32E+13;;
1533;13;1;1,32E+12;;
35;1533;1;1,32E+14;;
1533;35;1;1,32E+14;;
243;775;1;1,32E+14;;
243;1217;2;1,32E+14;;
1396;535;2;1,32E+14;;
309;1363;2;1,32E+14;;
1531;280;2;1,32E+14;;
35;1534;1;1,32E+14;;
1317;1412;1;1,32E+14;;
1412;1317;1;1,32E+14;;
1353;1352;5;1,32E+14;;
1352;1353;5;1,32E+14;;
1353;1396;2;1,32E+13;;
882;1396;2;1,32E+14;;
1386;1412;1;1,32E+14;;
1396;1525;2;1,32E+14;;
1520;905;2;1,32E+12;;
905;1535;1;1,32E+14;;
1535;905;1;1,32E+13;;
1535;1396;1;1,32E+13;;
1317;1386;5;1,32E+14;;
1386;167;3;1,32E+14;;
1525;1386;2;1,32E+14;;
1412;1386;2;1,32E+14;;
1386;1536;1;1,32E+14;;
35;1525;1;1,32E+14;;
7;1386;2;1,32E+13;;
13;1537;1;1,32E+14;;
1537;13;1;1,32E+14;;
1353;1538;1;1,32E+14;;
1538;1353;1;1,32E+14;;
1352;1487;1;1,32E+14;;
1487;1352;1;1,32E+14;;
1352;35;2;1,32E+14;;
35;1352;2;1,32E+14;;
35;1539;1;1,32E+14;;
35;1540;1;1,32E+14;;
1353;1383;4;1,32E+13;;
1396;1353;3;1,32E+14;;
1396;1244;1;1,32E+14;;
1244;1396;1;1,32E+14;;
1348;1463;2;1,32E+14;;
1463;1348;2;1,32E+14;;
1396;628;1;1,32E+14;;
628;1396;3;1,32E+14;;
1245;1383;2;1,32E+14;;
1383;1245;1;1,32E+14;;
1317;1541;1;1,32E+14;;
1541;1317;1;1,32E+13;;
1348;1542;1;1,32E+13;;
1542;1348;1;1,32E+14;;
1352;465;1;1,32E+14;;
465;1352;1;1,32E+14;;
1543;1396;3;1,32E+14;;
1543;1217;6;1,32E+13;;
1543;1525;1;1,32E+14;;
1543;1512;1;1,32E+14;;
1543;1544;3;1,32E+14;;
1544;1543;3;1,32E+14;;
660;1545;10;1,32E+14;;
1386;1546;1;1,32E+14;;
1546;1386;1;1,32E+14;;
35;1547;1;1,32E+14;;
35;1548;1;1,32E+14;;
35;1544;1;1,32E+14;;
1544;35;1;1,32E+14;;
1548;35;1;1,32E+14;;
1547;35;1;1,32E+14;;
1217;1549;1;1,32E+14;;
775;1550;1;1,32E+14;;
775;1478;2;1,32E+14;;
1550;775;1;1,32E+14;;
775;1539;1;1,32E+14;;
1539;1520;3;1,32E+14;;
1539;775;1;1,32E+14;;
104;1490;3;1,32E+14;;
1490;104;1;1,32E+13;;
104;1551;3;1,32E+14;;
1551;104;3;1,32E+14;;
35;1552;1;1,32E+14;;
1217;1543;5;1,32E+14;;
1478;1539;1;1,32E+14;;
1539;1478;1;1,32E+14;;
1552;35;1;1,32E+14;;
1548;1544;1;1,32E+14;;
1544;1548;1;1,32E+14;;
1478;775;2;1,32E+14;;
1217;36;1;1,32E+14;;
36;1217;1;1,32E+14;;
1217;1550;5;1,32E+14;;
1543;1539;2;1,32E+13;;
1368;545;1;1,32E+14;;
1386;1553;1;1,32E+14;;
1553;1386;1;1,32E+14;;
1412;1334;2;1,32E+14;;
1525;1543;3;1,32E+14;;
1386;1353;-1;1,32E+14;;
1525;1334;2;1,32E+14;;
1334;1525;2;1,32E+14;;
1541;1;1;1,32E+14;;
1;1541;3;1,32E+14;;
1526;1334;1;1,32E+13;;
1334;1526;1;1,32E+14;;
1334;1396;4;1,32E+14;;
1396;1554;1;1,32E+14;;
1520;1334;1;1,32E+14;;
1317;1352;5;1,32E+14;;
802;1555;2;1,32E+14;;
1555;802;2;1,32E+14;;
1334;1548;1;1,32E+14;;
1548;1334;1;1,32E+14;;
592;35;2;1,32E+14;;
1520;1556;2;1,32E+14;;
1353;1386;-5;1,32E+14;;
1556;465;8;1,32E+14;;
1;1557;1;1,32E+14;;
1557;1;1;1,32E+14;;
35;1558;1;1,32E+14;;
1557;1548;1;1,32E+14;;
184;1334;1;1,32E+14;;
1334;184;1;1,32E+14;;
35;1557;1;1,32E+14;;
1404;1386;2;1,32E+14;;
1557;35;1;1,32E+14;;
1549;1217;1;1,32E+14;;
1386;1352;5;1,32E+14;;
1539;1543;2;1,32E+14;;
1317;1487;2;1,32E+14;;
1396;35;2;1,32E+14;;
35;1396;2;1,32E+14;;
1539;1548;2;1,32E+14;;
1539;1386;2;1,32E+14;;
1548;1539;2;1,32E+14;;
1386;1539;1;1,32E+14;;
37;1334;1;1,32E+14;;
1334;37;1;1,32E+14;;
1520;1539;1;1,32E+14;;
1383;37;1;1,32E+14;;
37;1383;1;1,32E+14;;
1383;1557;1;1,32E+14;;
178;1464;1;1,32E+13;;
573;1559;5;1,32E+14;;
1559;573;5;1,32E+14;;
1521;1548;1;1,32E+13;;
1520;1541;3;1,32E+14;;
1541;1520;2;1,32E+14;;
1348;1383;1;1,32E+14;;
1383;1348;1;1,32E+14;;
35;1560;1;1,32E+13;;
35;1561;1;1,32E+14;;
1383;1562;1;1,32E+14;;
41;1512;2;1,32E+14;;
1383;1548;2;1,32E+14;;
1548;1383;2;1,32E+14;;
1;1386;5;1,32E+14;;
1375;1519;1;1,32E+13;;
1519;1375;2;1,32E+14;;
1521;1383;1;1,32E+14;;
1539;1562;1;1,32E+14;;
1562;1539;1;1,32E+14;;
1396;1539;1;1,32E+14;;
1539;1396;1;1,32E+14;;
1548;1557;1;1,32E+14;;
1548;1564;1;1,32E+13;;
1512;41;2;1,32E+12;;
1383;1521;1;1,32E+14;;
35;1383;1;1,32E+14;;
1383;35;2;1,32E+14;;
1383;1369;1;1,32E+14;;
1369;1383;1;1,32E+14;;
1217;1383;2;1,32E+14;;
540;1348;1;1,32E+13;;
1348;540;1;1,32E+14;;
1512;1386;2;1,32E+14;;
546;1548;2;1,32E+14;;
1548;546;1;1,32E+14;;
1502;1396;4;1,32E+14;;
1560;35;1;1,32E+14;;
1334;64;1;1,32E+14;;
64;1334;1;1,32E+14;;
1348;1568;1;1,32E+14;;
1568;1348;2;1,32E+14;;
1569;1568;2;1,32E+14;;
1568;1569;2;1,32E+13;;
1568;1386;1;1,32E+14;;
1396;1555;1;1,32E+13;;
1555;1396;1;1,32E+14;;
1562;1570;1;1,32E+13;;
1570;1562;1;1,32E+14;;
1383;1571;1;1,32E+14;;
7;1525;4;1,32E+14;;
1525;7;4;1,32E+14;;
1567;545;1;1,32E+14;;
134;1572;-10;1,32E+14;;
134;1;1;1,32E+14;;
1;134;3;1,32E+14;;
1;350;1;1,32E+14;;
350;1;1;1,32E+14;;
1529;469;1;1,32E+13;;
469;1529;1;1,32E+14;;
775;1573;2;1,32E+14;;
540;786;1;1,32E+14;;
786;540;1;1,32E+14;;
1478;1383;1;1,32E+14;;
1555;1575;1;1,32E+14;;
1575;1555;1;1,32E+14;;
1573;775;2;1,32E+14;;
1566;1529;1;1,32E+14;;
1529;1566;1;1,32E+14;;
1570;1577;1;1,32E+14;;
1566;1544;3;1,32E+14;;
905;1578;1;1,32E+14;;
1383;1579;1;1,32E+14;;
1579;1383;1;1,32E+14;;
1544;1566;3;1,32E+14;;
1566;1543;1;1,32E+14;;
1548;1521;1;1,32E+14;;
1543;1566;2;1,32E+14;;
1562;1580;1;1,32E+14;;
1580;1562;1;1,32E+14;;
1543;1574;3;1,32E+14;;
1574;1543;3;1,32E+13;;
1396;41;2;1,32E+14;;
41;1396;2;1,32E+14;;
1556;1542;2;1,32E+14;;
1542;1556;2;1,32E+14;;
1478;1352;2;1,32E+14;;
35;1581;1;1,32E+14;;
1581;35;1;1,32E+14;;
1543;1582;1;1,32E+14;;
1582;1543;1;1,32E+14;;
1566;1583;1;1,32E+14;;
1583;1566;1;1,32E+14;;
1;1353;2;1,32E+13;;
1353;1;5;1,32E+14;;
1317;1584;1;1,32E+14;;
1584;1317;1;1,32E+14;;
1396;882;6;1,32E+14;;
1520;1317;2;1,32E+14;;
1317;1520;2;1,32E+14;;
1576;1585;1;1,32E+13;;
1585;1576;1;1,32E+14;;
1386;1526;2;1,32E+14;;
1526;1386;2;1,32E+14;;
1543;1585;1;1,32E+14;;
775;1354;8;1,32E+14;;
775;1217;9;1,32E+14;;
775;112;3;1,32E+14;;
1566;1586;1;1,32E+14;;
1586;1566;1;1,32E+14;;
1566;1587;1;1,32E+14;;
1566;1588;1;1,32E+14;;
1588;1566;1;1,32E+14;;
873;35;1;1,32E+14;;
1585;1589;2;1,32E+14;;
35;873;1;1,32E+14;;
1579;1590;2;1,32E+14;;
1590;1579;2;1,32E+14;;
1301;1334;1;1,32E+14;;
1396;1574;3;1,32E+14;;
1536;1386;3;1,32E+14;;
775;1562;1;1,32E+14;;
35;1593;1;1,32E+14;;
35;1594;1;1,32E+14;;
1562;775;1;1,32E+14;;
1386;550;1;1,32E+14;;
550;1386;1;1,32E+14;;
937;1317;1;1,32E+14;;
1317;937;1;1,32E+13;;
1593;35;1;1,32E+14;;
1566;1322;1;1,32E+14;;
1322;1566;1;1,32E+14;;
1566;1596;1;1,32E+12;;
1596;1566;1;1,32E+14;;
546;1596;1;1,32E+14;;
1596;546;1;1,32E+13;;
1502;905;1;1,32E+13;;
1596;1386;1;1,32E+14;;
1566;1597;1;1,32E+14;;
1597;1566;1;1,32E+14;;
1386;1596;1;1,32E+14;;
1574;1396;3;1,32E+14;;
1386;1574;1;1,32E+13;;
1568;1598;1;1,32E+14;;
1317;1599;1;1,32E+14;;
1566;1598;1;1,32E+14;;
1598;1566;1;1,32E+14;;
1593;1555;1;1,32E+14;;
1555;1593;1;1,32E+14;;
1572;1600;10;1,32E+14;;
35;1601;1;1,32E+14;;
1566;1595;2;1,32E+14;;
775;1602;2;1,32E+14;;
1386;786;3;1,32E+14;;
1602;775;1;1,32E+14;;
6;1386;3;1,32E+14;;
1585;1603;1;1,32E+14;;
1603;1585;1;1,32E+14;;
1478;1604;1;1,32E+14;;
1604;1478;1;1,32E+14;;
1593;1566;2;1,32E+14;;
1566;1593;1;1,32E+14;;
1555;1606;1;1,32E+14;;
1386;1555;1;1,32E+14;;
1606;1555;1;1,32E+14;;
1605;35;1;1,32E+14;;
353;1605;1;1,32E+14;;
1605;353;1;1,32E+14;;
1601;35;1;1,32E+14;;
1354;775;8;1,32E+14;;
1555;1605;1;1,32E+14;;
1605;937;1;1,32E+13;;
937;1605;1;1,32E+14;;
1605;1555;1;1,32E+14;;
1574;1386;3;1,32E+14;;
1317;905;5;1,32E+14;;
905;1600;-10;1,32E+14;;
1543;1529;3;1,32E+13;;
1555;225;1;1,32E+14;;
225;1555;1;1,32E+14;;
1566;1605;2;1,32E+13;;
1605;1566;2;1,32E+14;;
1383;1568;1;1,32E+14;;
1568;1383;1;1,32E+14;;
1568;1608;1;1,32E+14;;
1608;1568;1;1,32E+14;;
1585;545;1;1,32E+14;;
1585;41;1;1,32E+14;;
41;1585;1;1,32E+14;;
41;1348;1;1,32E+14;;
1348;41;1;1,32E+14;;
353;1609;1;1,32E+14;;
1609;353;3;1,32E+13;;
1386;41;5;1,32E+13;;
1473;566;-10;1,32E+14;;
